timestamp,CF_bus2_SPRING,CF_bus3_SPRING
2025-01-08 00:00:00,0.26826599219555064,0.4290351347870238
2025-01-08 01:00:00,0.030570310539083975,0.3595485361100013
2025-01-08 02:00:00,0.0,0.07178349550669859
2025-01-08 03:00:00,0.08462202742559206,0.17800264425461265
2025-01-08 04:00:00,0.40034298498159576,0.019594098767664034
2025-01-08 05:00:00,0.19973040195114278,0.0
2025-01-08 06:00:00,0.3550386680594173,0.0
2025-01-08 07:00:00,0.92784361971411,0.0
2025-01-08 08:00:00,0.5192576637965982,0.0
2025-01-08 09:00:00,0.4954041659739328,0.0
2025-01-08 10:00:00,0.6388845743837466,0.0
2025-01-08 11:00:00,0.92784361971411,0.12168562931391315
2025-01-08 12:00:00,0.5014143235332653,0.13843028477002317
2025-01-08 13:00:00,0.92784361971411,0.29324578974457566
2025-01-08 14:00:00,0.9015543795916889,0.29247384656896047
2025-01-08 15:00:00,0.92784361971411,0.522612449851722
2025-01-08 16:00:00,0.92784361971411,1.0
2025-01-08 17:00:00,0.7959376055788034,0.6843642691316858
2025-01-08 18:00:00,0.92784361971411,1.0
2025-01-08 19:00:00,0.92784361971411,0.49265600809562543
2025-01-08 20:00:00,0.3296514444397148,1.0
2025-01-08 21:00:00,0.31592428597572964,1.0
2025-01-08 22:00:00,0.92784361971411,1.0
2025-01-08 23:00:00,0.4641733094888782,0.740366105065288
2025-01-09 00:00:00,0.22255240763178066,1.0
2025-01-09 01:00:00,0.33964303809568647,0.6168461721782895
2025-01-09 02:00:00,0.4723936703892279,0.9203580334532055
2025-01-09 03:00:00,0.500767146511722,0.1943997584595603
2025-01-09 04:00:00,0.3216423283443274,0.5694078767769993
2025-01-09 05:00:00,0.21792880487748348,0.40357638336768764
2025-01-09 06:00:00,0.16682053217430826,0.1923035441081244
2025-01-09 07:00:00,0.92784361971411,0.15054960200698703
2025-01-09 08:00:00,0.8427355968995316,0.051979867583699726
2025-01-09 09:00:00,0.08210277607407389,0.3422471037350999
2025-01-09 10:00:00,0.03281498773744525,0.4978449500705766
2025-01-09 11:00:00,0.12944349625016427,0.4689220784762501
2025-01-09 12:00:00,0.17086426676410196,0.8153161927967276
2025-01-09 13:00:00,0.01884473148128915,0.15598413075149548
2025-01-09 14:00:00,0.43574639082549327,0.07327877284416812
2025-01-09 15:00:00,0.9145569519226313,0.017847089287040135
2025-01-09 16:00:00,0.92784361971411,0.10109988425422493
2025-01-09 17:00:00,0.92784361971411,0.13275882050279972
2025-01-09 18:00:00,0.92784361971411,0.17686633058388002
2025-01-09 19:00:00,0.92784361971411,0.2740676848719617
2025-01-09 20:00:00,0.92784361971411,0.5718078473691238
2025-01-09 21:00:00,0.92784361971411,0.12456595535844543
2025-01-09 22:00:00,0.92784361971411,0.3829113931803446
2025-01-09 23:00:00,0.7099085622151613,1.0
2025-01-10 00:00:00,0.17597656890794905,0.9317322814970884
2025-01-10 01:00:00,0.6408258094095887,0.24722398633400497
2025-01-10 02:00:00,0.6410434849614474,0.10314926787892742
2025-01-10 03:00:00,0.3707114378900054,0.04100480617010521
2025-01-10 04:00:00,0.10692057889721772,0.04773621189980158
2025-01-10 05:00:00,0.05163856436655181,0.0
2025-01-10 06:00:00,0.00886924974710163,0.0
2025-01-10 07:00:00,0.0854701150057626,0.01787102813083788
2025-01-10 08:00:00,0.1663501075946316,0.0
2025-01-10 09:00:00,0.0,0.0
2025-01-10 10:00:00,0.0,0.0
2025-01-10 11:00:00,0.08291499316231524,0.0
2025-01-10 12:00:00,0.01345332725220529,0.007860184072366489
2025-01-10 13:00:00,0.0,0.0
2025-01-10 14:00:00,0.0,0.4035360533161628
2025-01-10 15:00:00,0.027698930059631276,1.0
2025-01-10 16:00:00,0.013065436419342871,1.0
2025-01-10 17:00:00,0.2733825265159834,1.0
2025-01-10 18:00:00,0.4724258092873473,0.9749208196161778
2025-01-10 19:00:00,0.272069890650599,1.0
2025-01-10 20:00:00,0.17471774251005306,0.5293994483526964
2025-01-10 21:00:00,0.050133558648998336,0.34467410558549405
2025-01-10 22:00:00,0.062023176524427966,0.038429899890503785
2025-01-10 23:00:00,0.0,0.012413394968752873
2025-01-11 00:00:00,0.07270454608414528,0.15367186775030758
2025-01-11 01:00:00,0.0,0.06666271896178295
2025-01-11 02:00:00,0.0,0.2435744387008484
2025-01-11 03:00:00,0.0,0.26820277860418823
2025-01-11 04:00:00,0.0,0.41698328804868856
2025-01-11 05:00:00,0.0,1.0
2025-01-11 06:00:00,0.0747384342593093,1.0
2025-01-11 07:00:00,0.12287825057531124,0.6318479656383224
2025-01-11 08:00:00,0.06438961486789628,0.29457664462308136
2025-01-11 09:00:00,0.12937890461767498,0.016944171882486536
2025-01-11 10:00:00,0.04852274804936258,0.052290475670875365
2025-01-11 11:00:00,0.0,0.007349985393645764
2025-01-11 12:00:00,0.0,0.011158864599424915
2025-01-11 13:00:00,0.0,0.063084973625052
2025-01-11 14:00:00,0.0,0.14779999637047161
2025-01-11 15:00:00,0.016131305893671274,0.155511025926628
2025-01-11 16:00:00,0.049861656643166226,0.044797797625184495
2025-01-11 17:00:00,0.10279164687535915,0.07430683469439053
2025-01-11 18:00:00,0.15192115369130635,0.0814732876960895
2025-01-11 19:00:00,0.44207341392861227,0.0015592741344349745
2025-01-11 20:00:00,0.92784361971411,0.07874387794656179
2025-01-11 21:00:00,0.92784361971411,0.0007674899634550006
2025-01-11 22:00:00,0.9247576381566799,0.0
2025-01-11 23:00:00,0.92784361971411,0.0
2025-01-12 00:00:00,0.92784361971411,0.0
2025-01-12 01:00:00,0.5098704718895639,0.0
2025-01-12 02:00:00,0.48076423230908044,0.0
2025-01-12 03:00:00,0.5236309347483773,0.0
2025-01-12 04:00:00,0.3464690686440383,0.0
2025-01-12 05:00:00,0.07785155819036571,0.025336438080181822
2025-01-12 06:00:00,0.0921828796540969,0.06287093124458908
2025-01-12 07:00:00,0.1516984890406864,0.06655208945116957
2025-01-12 08:00:00,0.16619278527567705,0.030358602307243153
2025-01-12 09:00:00,0.4828686922118841,0.002352596823474138
2025-01-12 10:00:00,0.39996651523762317,0.2269972940118403
2025-01-12 11:00:00,0.6783421016826974,0.23831924980590732
2025-01-12 12:00:00,0.92784361971411,0.00942336200763482
2025-01-12 13:00:00,0.92784361971411,0.14484717009684797
2025-01-12 14:00:00,0.92784361971411,0.2361490209581922
2025-01-12 15:00:00,0.92784361971411,0.03889065758394537
2025-01-12 16:00:00,0.92784361971411,0.12879867839827172
2025-01-12 17:00:00,0.92784361971411,0.07474797801520516
2025-01-12 18:00:00,0.92784361971411,0.5540491767028687
2025-01-12 19:00:00,0.92784361971411,1.0
2025-01-12 20:00:00,0.5740124095073659,0.9434323374643027
2025-01-12 21:00:00,0.7825203654178855,0.7126499865883069
2025-01-12 22:00:00,0.92784361971411,1.0
2025-01-12 23:00:00,0.92784361971411,1.0
2025-01-13 00:00:00,0.92784361971411,1.0
2025-01-13 01:00:00,0.92784361971411,0.8125498650241018
2025-01-13 02:00:00,0.92784361971411,0.4110580939186766
2025-01-13 03:00:00,0.92784361971411,0.8436190361013011
2025-01-13 04:00:00,0.3275955886155172,1.0
2025-01-13 05:00:00,0.26886555634353226,1.0
2025-01-13 06:00:00,0.25346413122892236,1.0
2025-01-13 07:00:00,0.16534168804066113,0.08440818137223309
2025-01-13 08:00:00,0.13669260325277122,0.39452546383218123
2025-01-13 09:00:00,0.0,0.29483902127725203
2025-01-13 10:00:00,0.025094688230226397,0.04056852764592626
2025-01-13 11:00:00,0.004411967466880936,0.18437930431738295
2025-01-13 12:00:00,0.05700650263504123,0.04643843082616219
2025-01-13 13:00:00,0.03912392679830913,0.004878928840035826
2025-01-13 14:00:00,0.19896619579755243,0.018761973294852633
2025-01-13 15:00:00,0.27287633604727374,0.2710166055474714
2025-01-13 16:00:00,0.14297210204948957,0.11796847974020681
2025-01-13 17:00:00,0.1419964019775753,0.4265581352443967
2025-01-13 18:00:00,0.1520981098102312,0.2937256034815475
2025-01-13 19:00:00,0.19284120420012182,0.20063097378079947
2025-01-13 20:00:00,0.25819593365960564,0.13471125700479614
2025-01-13 21:00:00,0.14382989799103688,0.018504604967393274
2025-01-13 22:00:00,0.10945655305305095,0.0
2025-01-13 23:00:00,0.10597374326710421,0.04023225350790806
2025-01-14 00:00:00,0.2983089272442908,0.0762278489086726
2025-01-14 01:00:00,0.25352650639660207,0.0
2025-01-14 02:00:00,0.3476893016614275,0.3559298628895438
2025-01-14 03:00:00,0.039218814012149425,0.1093265529518002
2025-01-14 04:00:00,0.13879023691013323,0.0
2025-01-14 05:00:00,0.6583120589502879,0.0
2025-01-14 06:00:00,0.92784361971411,0.0
2025-01-14 07:00:00,0.5158792764972316,0.0
2025-01-14 08:00:00,0.33203622346830236,0.007373312838581705
2025-01-14 09:00:00,0.5849029466868298,0.008404064706591432
2025-01-14 10:00:00,0.5372911090569045,0.15335792231975146
2025-01-14 11:00:00,0.7698117316707465,0.28255005640831415
2025-01-14 12:00:00,0.42960103042421005,0.5073996390125098
2025-01-14 13:00:00,0.7126880201894266,0.24122590546353886
2025-01-14 14:00:00,0.4075173350177715,0.46253682639110894
2025-01-14 15:00:00,0.567012171879998,1.0
2025-01-14 16:00:00,0.43571905607963934,1.0
2025-01-14 17:00:00,0.24752140583221002,1.0
2025-01-14 18:00:00,0.06810072202545553,1.0
2025-01-14 19:00:00,0.42783057538694136,1.0
2025-01-14 20:00:00,0.16798047945824107,1.0
2025-01-14 21:00:00,0.2253739506809234,1.0
2025-01-14 22:00:00,0.1577270533297321,1.0
2025-01-14 23:00:00,0.37008229530963693,0.741593124851711
